Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Country Code
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2012,2012,Head,33055,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2013,2013,Head,29577,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2014,2014,Head,41927,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2015,2015,Head,66312,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2016,2016,Head,121766,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2017,2017,Head,133977,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2018,2018,Head,152172,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2019,2019,Head,98759,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2020,2020,Head,124610,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2021,2021,Head,138444,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5922,Export Value,2111,Cattle,2006,2006,1000 US$,3002,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5922,Export Value,2111,Cattle,2007,2007,1000 US$,11959,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5922,Export Value,2111,Cattle,2008,2008,1000 US$,14151,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5922,Export Value,2111,Cattle,2009,2009,1000 US$,3674,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5922,Export Value,2111,Cattle,2010,2010,1000 US$,14550,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5922,Export Value,2111,Cattle,2011,2011,1000 US$,38677,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5922,Export Value,2111,Cattle,2012,2012,1000 US$,39685,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5922,Export Value,2111,Cattle,2013,2013,1000 US$,41278,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5922,Export Value,2111,Cattle,2014,2014,1000 US$,52244,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5922,Export Value,2111,Cattle,2015,2015,1000 US$,80269,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5922,Export Value,2111,Cattle,2016,2016,1000 US$,143703,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5922,Export Value,2111,Cattle,2017,2017,1000 US$,156613,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5922,Export Value,2111,Cattle,2018,2018,1000 US$,197318,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5922,Export Value,2111,Cattle,2019,2019,1000 US$,100527,A,Official figure,HR
